Frequency (Hz),N=1,N=2,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30
7498683.742,47.408997847627866+32.72219877735306j,188.5159791248162+112.46595274335948j,425.71795465674796+244.14018283968448j,764.7181003460497+422.57373981998757j,1218.410455927543+638.3353254909628j,1802.22293607577+881.3730488027508j,2550.3240843380604+1108.703428187155j,3461.1791273823374+1304.5857913326179j,4556.569142126678+1399.5233794305116j,5898.139750849753+1213.3987553898842j,7335.311541474638+847.4618622848207j,8806.292197405995-145.43516350990035j,10119.937063543523-1424.6434286512515j,10837.664007377967-3421.9051200390813j,11457.286278354562-5069.162460120023j,11007.096230106286-6944.279575600453j,10808.696685747187-8424.556483527527j,8940.995933285309-9638.447382329743j,8510.801729806926-10692.918562843804j,7099.830818087612-10803.067246333048j,6430.275073494268-11127.655070139606j,4976.7889503768265-10687.280393535253j,4593.9047308217005-10830.490603444321j,3845.5669673617112-10496.8423282019j,3597.6490592825676-10612.253410517647j,3130.2326136066195-10359.961575767462j,2844.2709545473103-10225.820330983774j,2491.2021473262917-9915.659406978932j,2262.332280446068-9808.361553751161j,2030.1497661371207-9780.746398405301j
7555897.669,47.730027215858705+32.60845700461507j,189.90290284191354+111.80596911887169j,428.89270853274706+242.569806371156j,770.40854675215+419.71112542706305j,1227.5197430848148+633.5385203482917j,1815.593799534519+873.8780716666163j,2569.101700812199+1096.7586208003693j,3486.6336209389583+1285.8150270327656j,4589.652704669499+1369.2731307221013j,5936.012512767132+1165.9820543564063j,7373.5947635366765+776.2657203209j,8835.03450014861-242.2658325462957j,10127.29901366283-1552.958173119477j,10799.032768895719-3570.7286889317043j,11378.764121513394-5222.734605696964j,10886.320721938493-7074.414879675045j,10666.504124700774-8536.91274941169j,8777.477687428905-9695.610882430725j,8360.297769907462-10712.78179440872j,6948.9639514116125-10809.198198319471j,6276.920009617488-11117.24510901719j,4846.087379818496-10650.588016544316j,4471.877629585552-10793.037523889197j,3744.2683479656775-10450.171146961791j,3496.4355679897208-10556.241912896205j,3036.8261813092736-10299.27986172999j,2767.9559702584897-10170.7407953196j,2420.1666551937-9858.084960080456j,2203.7388072292456-9747.721027821653j,1977.981758662198-9714.159910665421j
7613548.13,47.88196683796612+32.6836428100428j,190.51430208986895+111.95808291771696j,430.3113710618803+242.83163165084068j,773.0289207577425+420.08434486523873j,1231.9490564274547+633.7611884997799j,1822.3381960653708+873.7104970355712j,2579.629109637506+1094.6786829625116j,3501.711584108362+1279.9000931600717j,4609.729981249827+1358.041614334647j,5960.061346155943+1140.4033465927207j,7399.333323034288+735.8790090999535j,8852.54740267781-309.13770507719363j,10124.747866517537-1637.686591763239j,10756.492297152046-3660.297200418567j,11306.803128282896-5317.412787466421j,10775.98335887118-7144.090156174758j,10530.119301587945-8586.525377518836j,8642.219935146784-9702.417498143974j,8219.544032334838-10690.9055036976j,6820.973488171523-10770.056234543745j,6165.475221824465-11064.281157317651j,4756.541913028458-10585.842513983689j,4389.555747729471-10719.512170669661j,3672.3373230740076-10376.946723325053j,3426.488524727919-10479.243356860825j,2978.3622220309735-10225.780037047874j,2712.278952354281-10094.728469723657j,2374.154766055691-9778.989896648342j,2158.1488547707595-9670.171235211172j,1940.1932554101957-9635.079972090907j
7671638.456,48.28415899527132+32.6708381372547j,192.11442310538845+111.69582330503705j,433.8389045235141+242.1599298333688j,779.3163513249698+418.79259069279215j,1241.9533094089104+631.3860885859821j,1837.23888263331+869.5642408334961j,2600.676674131425+1086.9428094177324j,3529.936035268321+1265.975201083515j,4645.651438126982+1334.0066415296976j,6004.142126841316+1098.9687994260476j,7444.611062445876+673.3823125448349j,8887.89967524364-402.20687850156435j,10136.167066965447-1755.822681485173j,10727.121816017863-3799.4609060926505j,11239.38530404119-5456.5143595922955j,10675.635101659718-7260.05869827559j,10402.124490693133-8689.000703058036j,8501.146652231004-9747.257036726503j,8077.9961741935585-10691.221988038922j,6688.222026123054-10766.979922257608j,6040.633624855631-11046.08982184836j,4649.3929895115725-10550.318742642034j,4288.70169505704-10672.706390820393j,3590.522874297333-10330.883587747032j,3349.2227108264665-10424.366232468134j,2907.0856304143617-10163.64783126179j,2648.883399737742-10030.996192462217j,2321.81774232018-9716.480249524064j,2110.9772126698076-9604.68475191605j,1902.789308706489-9569.116638536458j
7730172.004,48.4345661737915+32.74466976842216j,192.72301617977425+111.85913658751964j,435.25757494202935+242.44672028991354j,781.9814455396651+419.111344954867j,1246.3932710484444+631.5327468411078j,1844.1964210669216+869.2380634347396j,2610.9071846934844+1084.8643902625897j,3544.8037841520195+1260.2933756417906j,4665.74146299294+1321.4432459069724j,6026.3088388025535+1075.1115555632884j,7467.809707245528+631.2882441446333j,8899.62104241275-465.5728356624385j,10123.960264506688-1840.9262554105774j,10682.506773990164-3890.408369268017j,11163.371770072734-5544.1029429459495j,10560.109248013241-7327.681034050066j,10268.01022345841-8726.404879915828j,8369.394311642178-9746.545194944756j,7943.976930311592-10669.461753742982j,6569.955343515017-10721.879284731982j,5935.783903798995-10990.241910111752j,4562.356954159402-10479.423385638796j,4210.699081848268-10598.232392720107j,3526.2926723822193-10256.903325246438j,3284.5999585335326-10345.875014948995j,2855.722475041258-10082.773446333107j,2601.899291702435-9952.50034613545j,2278.427189517003-9638.136234497551j,2075.910125394133-9531.713930493182j,1870.648689900001-9495.60329039498j
7789152.155,48.58886913100945+32.81869844980893j,193.34213607468084+112.00550813083292j,436.6902521498843+242.7001669073728j,784.6076140455255+419.4146625987947j,1250.759027300671+631.735958188466j,1851.0333529411928+868.7279529052391j,2621.405815280888+1082.4637146802731j,3559.5521557135867+1253.858276086922j,4685.033202380843+1307.905148490695j,6048.720454848811+1048.0976615315558j,7490.5693586910065+588.328569373111j,8910.2894808689-529.2669937882202j,10117.826496247326-1924.3530067133026j,10629.226005905022-3984.3030972073734j,11078.336285666559-5635.873778225323j,10448.364854057172-7384.622009534332j,10142.59273042174-8764.018077290688j,8237.431356171695-9735.947934047661j,7815.391224468147-10639.254893660824j,6450.30865912497-10669.772417148237j,5827.754153914049-10932.93856136389j,4477.222218945258-10410.978687676705j,4127.632092476658-10519.972923167597j,3462.664524060242-10183.393089633717j,3225.3929960059763-10266.430928581505j,2804.564322967027-10003.65856744264j,2552.6962309311007-9874.979547355557j,2240.193238010466-9560.276381213958j,2036.6797708018917-9453.207852357138j,1839.7862701608883-9414.303710989021j
7848582.316,48.49710558610959+32.98340535128947j,192.98467758444994+112.58988372005344j,436.0120891283287+243.88946236256396j,783.5840943758758+421.39053785184774j,1249.6455283769692+634.4929352776539j,1850.1413760296136+872.1179339504092j,2621.7490789450267+1085.822951340814j,3560.5118027379235+1255.8148897646206j,4687.9083649017075+1306.3616285057824j,6052.631873534647+1039.4337023371786j,7490.384032290855+567.2722737348739j,8898.963259171433-566.6250460799185j,10083.379510342882-1966.670585905174j,10563.078091142635-4028.5776410360013j,10984.935560323285-5672.039404616109j,10334.06956868141-7396.769121717155j,10009.168118197118-8754.52293368056j,8116.374000128973-9683.025010221165j,7684.31420700626-10585.853742701818j,6356.571997255851-10580.238493256513j,5731.75652585236-10840.058173592171j,4411.65289415185-10309.128128594606j,4069.016329602743-10417.467279219672j,3408.797776071316-10084.560589384724j,3179.020757662524-10162.73395840372j,2767.43344866275-9901.787417434367j,2522.2955957062863-9775.699970283384j,2208.272569527276-9467.450208727729j,2010.4065154551638-9361.062177174608j,1810.6296069043433-9331.600966998782j
7908465.921,48.651066355902614+33.05809822963398j,193.60686845374155+112.74392208486601j,437.4531328914169+244.1769102160011j,786.2986766398066+421.7192665268814j,1254.1915760873228+634.5982391663147j,1857.2755005735746+871.5760890907536j,2632.456429412357+1083.365895260493j,3575.2341535969927+1249.3206416330192j,4707.3356170647085+1293.9929181391467j,6074.952315743914+1010.7169488584881j,7512.5135321953985+524.3233506674717j,8906.35756844901-630.3229436523574j,10071.961083487959-2053.2286456796714j,10514.677230574935-4116.340060331509j,10904.58361129965-5755.43073531579j,10225.159475667238-7454.127971203871j,9886.626058441663-8783.581473803839j,7993.129177216145-9673.83710581271j,7566.562712976346-10553.455385609335j,6244.857511011016-10533.554392889937j,5628.092987831363-10777.991344320912j,4329.657182533755-10239.383378067834j,3994.803936687224-10345.696602212767j,3348.6899866530516-10012.042544416268j,3126.827854241768-10082.667102428175j,2721.7144052544536-9825.750490427863j,2478.981823241054-9700.831636311852j,2170.6058294584445-9392.233965408293j,1976.4948776144104-9287.064629545172j,1779.8141625650128-9254.445892037147j
7968806.43,48.80224855760535+33.13659388119394j,194.20823075035713+112.90163054005164j,438.8741897029429+244.43777484815263j,788.9310309264056+422.0420413254122j,1258.519820016601+634.8195406255235j,1864.074550126429+871.0149293869484j,2642.816390355756+1080.7698401021705j,3589.7401534360815+1242.994109842581j,4725.339757686837+1280.3542646835149j,6097.518950990102+985.2678557299873j,7531.897529089391+482.43129944170954j,8913.276845820981-695.2304420127276j,10055.104869456192-2133.3417458753343j,10458.270442026127-4202.057826574458j,10817.915096722902-5833.870027821026j,10115.305786084316-7506.4121400705135j,9756.72043203041-8816.980480324313j,7870.893007060183-9660.907850988904j,7441.222679510456-10522.082273138023j,6135.958345018183-10482.538775983463j,5526.964236350591-10722.200962148954j,4252.177630605119-10172.432903204106j,3921.7075131767265-10272.508239942395j,3285.915489139545-9940.57862930721j,3069.193055323898-10008.708190405228j,2671.2777409486675-9751.29425397596j,2435.4344555472535-9623.793836829287j,2135.3176797301617-9318.586240080285j,1945.5406840766839-9212.198674536692j,1750.007060711765-9181.41210665314j
8029607.328,48.95401132484888+33.20907682537157j,194.81945262149833+113.05381390981509j,440.28765756314+244.68808445828464j,791.5409157378086+422.34921773060614j,1262.8885823589396+634.8976038007027j,1871.0359321616977+870.5251186215776j,2653.3767444948408+1078.0645034189736j,3604.009083361374+1236.2381400815505j,4744.232892305551+1267.1280645642016j,6119.272548262367+958.8351837276838j,7552.743968504038+438.9169202880408j,8919.575191657987-760.6970431608946j,10041.321692218018-2219.057148733951j,10402.80180845497-4283.660262375958j,10733.70237889312-5912.651830042092j,10004.618188341996-7557.6435935707705j,9628.565161370547-8843.940374606276j,7750.807959542956-9650.11541783623j,7317.237742113205-10489.955213297508j,6030.557063630312-10435.399901560771j,5424.110059163166-10659.960148503173j,4176.603155328297-10102.845096353054j,3848.4376068238485-10203.615143471226j,3226.8181614523473-9866.574202032578j,3015.736229443642-9935.381768457331j,2627.0710522999047-9673.746714494984j,2394.4513401235977-9549.727318268668j,2098.968699352496-9246.731252550608j,1912.2214239181565-9141.122610733692j,1720.4522413529837-9107.867556581423j
8090872.129,49.110812174355246+33.28252812839336j,195.44768806500807+113.19624669893567j,441.72671968088616+244.90927853684553j,794.2137185722754+422.5898005030422j,1267.379032366265+634.9046764277308j,1877.935642798743+869.6988203147959j,2663.9853090941206+1075.1026125836454j,3618.919179160948+1229.4433781950324j,4764.147950492913+1252.8646091899373j,6139.879024937064+932.4582711346469j,7573.225674314906+395.1767528891508j,8926.34662474152-825.1672112325327j,10022.365986912315-2296.411381062973j,10345.233712945152-4371.877014513486j,10650.866081850549-5989.792521744256j,9890.586446684272-7604.489306143631j,9503.153571728333-8869.232111257537j,7628.620576269677-9632.5226590479j,7196.518976362794-10458.251884771573j,5929.02429667124-10383.69300832347j,5325.110844186477-10596.427484551812j,4102.014602074301-10038.132510988555j,3775.572898257808-10131.433360900519j,3167.8932902040015-9796.452775945727j,2962.9144550143033-9860.003891120166j,2580.9487106274564-9601.401530218589j,2351.694437960211-9474.675067544138j,2060.589075668217-9174.433393087447j,1878.6381524779028-9071.20028366092j,1690.9255844151846-9037.305289188085j
8152604.372,49.266528197062485+33.354218343994326j,196.07468483899524+113.34435885823571j,443.161346391161+245.1539985892457j,796.8585242616758+422.8413049291968j,1271.8554511076186+634.9296184306571j,1884.924644315238+869.0739072095023j,2674.733921645665+1072.4748196840117j,3633.7773891767943+1222.7254779124091j,4783.393844410617+1239.5559338263904j,6161.768578306499+903.7932685397233j,7592.774061652888+350.7301258026451j,8933.658844455425-893.5232488395551j,10005.527967081212-2378.571350336775j,10288.082465462514-4451.305954714259j,10561.835573355798-6063.661663080399j,9780.88516183438-7652.838668782285j,9382.742491950037-8895.659879816983j,7507.272253956547-9619.67375152952j,7075.250967642873-10423.706063434447j,5825.481952940347-10334.072507830188j,5220.9559898008365-10532.145893272807j,4030.1359094059485-9967.63467663572j,3709.38981865448-10061.848494312415j,3109.957679032733-9723.43801705825j,2909.328773119856-9785.480625188668j,2535.365533057294-9527.296700708226j,2311.437742177201-9402.076948833377j,2026.734268845209-9105.449394132864j,1847.8746054262988-8997.947361444347j,1660.3244560448309-8966.200708942062j
8214807.624,49.41860377621904+33.431864210541356j,196.6790185403707+113.49619616216145j,444.5744971934382+245.40323338431966j,799.5553078330606+423.1686408919125j,1276.221865852604+634.9987164876907j,1892.02022868873+868.394697490828j,2685.1253632343814+1069.5823908066834j,3647.9153122256885+1216.2438178778557j,4802.326731585851+1225.2127710363768j,6183.441493976817+876.7971946496845j,7612.5424366872385+306.334737533133j,8937.448670389347-958.1811697446052j,9986.801514689361-2459.3918299454062j,10229.813615486582-4531.950902645503j,10475.691526938928-6135.528430592652j,9670.975141010045-7700.509546678205j,9256.812040014725-8916.433952110498j,7393.07321256851-9601.272550672815j,6963.304543891302-10386.27074816812j,5723.56349153904-10284.47701172259j,5122.62710722582-10466.641877770875j,3956.026773007721-9902.941467677338j,3643.224044583677-9990.09734093806j,3054.100371387358-9650.982208297544j,2857.625548259615-9713.867150113772j,2493.6219117820083-9453.786340984214j,2268.815129223815-9330.03989157213j,1990.702634510018-9033.342273763272j,1817.0920990175944-8928.80087089818j,1635.3962519087515-8894.830971762101j
8277485.478,49.57255565898504+33.50789512844062j,197.30374114436592+113.65028867651729j,446.0306944777414+245.67351526251804j,802.2322404714423+423.46078336152243j,1280.753703270751+635.1382760767221j,1899.3333331747212+867.7640143007853j,2695.9627707537634+1066.7012825888223j,3663.4512164107996+1209.2413579370616j,4822.042258255963+1211.0013334966548j,6204.846264486363+847.2188521880912j,7632.318747297043+261.25423463653766j,8940.662551441026-1024.419989261911j,9967.88133949039-2542.241967641969j,10172.047262877455-4614.332776924476j,10387.64684755038-6208.151312608471j,9558.689664713203-7737.088463662353j,9133.522921144582-8939.252448848656j,7278.160136888034-9584.532114517822j,6849.003839165616-10355.95379713669j,5625.3756845831085-10232.819124756588j,5020.823579000817-10403.239612986838j,3886.688782045334-9837.807540783208j,3577.2701817664497-9922.669086948634j,2997.9017530812503-9577.55219292818j,2809.504139068608-9641.04133326684j,2450.543072288961-9382.19177800245j,2231.9948574780574-9256.401374123405j,1956.6431948189763-8964.021041170365j,1784.70022331126-8858.08695965667j,1606.2978997354887-8825.34238988977j
